Intensity,Wavelength(Ams),Spectrum,Reference
15,5328.36,Cr I,K53
30,5328.5317,Fe I,NJLT94
60,5330.7775,Ne I,SS04
500,5332.07,Br II,K40
30   P,5332.339,Sn II,B64
150,5333.41,Kr II,DHM33
9,5335.15,Yb II,M67
1000,5337.48,Cd II,SP49
500   P,5338.22,I  II,MC60
1000   s,5339.13,Cf I,RCWM80
700,5339.33,Xe II,H39
500,5339.69,K  I,R56
50,5341.0239,Fe I,NJLT94
100,5341.0938,Ne I,SS04
500,5342.97,K  I,R56
60,5343.2834,Ne I,SS04
100,5343.5812,Th I,PE83
30,5344.17,Nb I,MCS75
"250   P,c",5345.15,I  II,MC60
40,5345.77,Cr I,K53
20,5348.30,Cr I,K53
100   c,5349.13,Cs II,S81
15,5349.342,Sc I,AV77
500,5349.472,Ca I,R68
900   P,5350.46,Tl I,MCS75
20,5350.74,Nb I,MCS75
8,5352.95,Yb II,M67
14,5354.40,Rh I,MCS75
50   P,5354.88,Tb I,MCS75
25,5356.097,Sc I,AV77
50   P,5357.61,Eu I,MCS75
600,5359.57,K  I,R56
20,5360.513,Mo I,WB88
11,5361.61,Eu I,MCS75
70,5363.20,Xe II,H39
50,5367.64,Pb II,WRSH74
70,5368.07,Xe II,H39
8,5368.99,Pt I,MCS75
200,5370.99,Cs II,S81
40,5371.4897,Fe I,NJLT94
50,5372.099,Pb II,WRSH74
150,5372.39,Xe II,H39
12,5375.373,Sc I,AV77
10,5376.94,Eu I,MCS75
1000,5378.13,Cd II,SP49
150,5380.34,C  I,J66
1000   P,5380.98,Np II,FTBC76
200,5381.89,Cd II,SP49
500   d,5384.85,Tl II,ES36
8,5390.79,Pt I,MCS75
1000,5392.03,Bk I,WC78
15,5392.058,Sc I,AV77
80   P,5392.119,Cl II,RK74
10,5392.80,Xe I,HM33
11,5392.94,Eu I,MCS75
1000,5394.24,Bk I,WC78
30,5397.1279,Fe I,NJLT94
400,5397.638,Ce I,M75c
200,5400.23,Ra I,R34b
200   P,5400.5618,Ne I,SS04
70,5402.57,Lu I,MCS75
100   s,5402.62,Am I,FT57
40,5402.77,Eu I,MCS75
200,5406.81,Ra I,R34b
1000   P,5408.88,Cf I,RCWM80
70,5409.78,Cr I,K53
5   c,5411.52,He II,GM65
50,5414.55,Na II,W71
500,5416.36,Ga II,IL85
1000   P,5419.15,Xe II,H39
300,5420.380,Ce I,BWCC91
600   P,5423.23,Cl II,RK74
60,5423.507,Cl II,RK74
100   s,5424.70,Am I,FT57
80   P,5425.253,Hg II,SR01
80,5425.91,P  II,M59
140   P,5428.667,S  II,KM93
1,5431.532,Rb I,B59
250   P,5432.815,S  II,KM93
150,5435.83,I  II,MC60
12   w,5436.70,In II,PC38
20,5438.226,Y  I,P77
250,5438.96,Xe II,H39
110   P,5443.37,Cl II,RK74
60,5444.205,Cl II,RK74
100,5445.45,Xe II,H39
12,5446.195,Sc I,AV77
400,5449.239,Ce I,BWCC91
1000,5449.63,Bk I,WC78
70,5450.45,Xe II,H39
80,5450.74,P  II,M59
25,5450.84,Sr I,MCS75
30,5451.51,Eu I,MCS75
25,5452.94,Eu I,MCS75
400   P,5453.828,S  II,KM93
700   P,5455.15,La I,MCS75
30,5457.022,Cl II,RK74
130,5460.39,Xe II,H39
500   P,5460.735,Hg I,BAL50
"100   P,c",5464.62,I  II,MC60
90   P,5465.497,Ag I,PZ01
1   c,5465.94,Cs I,K62b
70   h,5466.432,Si II,S61b
70,5466.466,Y  I,P77
70   h,5466.868,Si II,S61b
1000   l,5467.47,Bk I,WC78
70,5468.17,Kr II,DHM33
9,5471.555,Ag I,PZ01
300,5472.61,Xe II,H39
150   P,5473.620,S  II,KM93
9,5475.77,Pt I,MCS75
120   P,5476.69,Lu II,MCS75
9,5478.50,Pt I,MCS75
110   P,5480.84,Sr I,MCS75
30,5482.012,Sc I,AV77
300   P,5483.56,Li II,HM59
500   P,5484.50,Li II,HM59
1000   s,5484.58,Bk I,WC78
25,5484.628,Sc I,AV77
400   P,5485.11,Li II,HM59
11,5488.65,Eu I,MCS75
30   l,5494.86,Xe II,H39
1,5495.874,Ar I,N73
25   h,5496.45,Si II,S61b
700   P,5501.34,La I,MCS75
1,5502.88,Cs I,K62b
30,5503.464,Y  I,P77
50,5504.17,Sr I,MCS75
250   P,5506.494,Mo I,WB88
500,5506.72,Br II,K40
150   P,5509.718,S  II,KM93
11,5510.52,Eu I,MCS75
70,5512.049,Ce II,C73
1000,5512.22,Bk II,WC78
40,5512.523,Ti I,F91
20   c,5513.00,In II,PC38
25,5514.230,Sc I,AV77
30,5514.343,Ti I,F91
40,5514.531,Ti I,F91
30,5520.519,Sc I,AV77
40,5521.83,Sr I,MCS75
60,5522.78,Rb II,R75
14   w,5523.28,In II,PC38
9,5523.53,Os I,MCS75
70,5525.53,Xe II,H39
25,5526.785,Sc II,JL80
70,5527.561,Y  I,P77
200,5531.07,Xe II,H39
120,5531.16,Pr I,MCS75
200   P,5533.031,Mo I,WB88
30,5534.81,Sr I,MCS75
1000   P,5535.481,Ba I,KL99
1000   l,5537.93,Bk I,WC78
5   h,5539.053,Yb I,MT78
30,5540.05,Sr I,MCS75
50   c,5544.25,Pb II,WRSH74
800   P,5546.08,Pm II,RCWM80
20,5547.44,Eu I,MCS75
100,5550.60,Hf I,MCS75
100,5552.12,Hf I,MCS75
200,5555.85,Ra I,R34b
300,5556.252,Ce I,BWCC91
130   P,5556.466,Yb I,MT78
1000   l,5556.80,Bk I,WC78
1000   s,5557.09,Bk I,WC78
1,5558.702,Ar I,N73
30   P,5561.910,Sn II,B64
120   c,5562.06,Pr I,MCS75
80,5562.2253,Kr I,K93
50,5562.7662,Ne I,SS04
400,5563.02,Cs II,S81
500,5564.966,Ce I,M75c
400,5565.965,Ce I,M75c
10,5566.62,Xe I,HM33
400   P,5568.12,Sb II,C66b
200,5569.26,Ac I,MFT57
300   P,5570.2894,Kr I,K93
14,5570.33,Eu I,MCS75
90   P,5570.444,Mo I,WB88
800   P,5576.02,Pm II,RCWM80
800,5576.35,Te II,HM64
20   h,5576.66,Si II,S61b
13   c,5576.90,In II,PC38
20,5577.14,Eu I,MCS75
20,5577.416,Y  I,P77
11,5580.03,Eu I,MCS75
13,5580.3873,Kr I,K93
1000,5581.21,Bk I,WC78
60,5581.874,Y  I,P77
500,5581.971,Ca I,R68
200   l,5584.21,Am II,FT57
100,5587.0263,Th I,PE83
500   P,5588.757,Ca I,R68
30   P,5588.815,Sn II,B64
300   c,5589.02,Tc I,BMC67
500,5590.120,Ca I,R68
400,5593.302,Al II,KM91b
500,5594.468,Ca I,R68
250,5595.875,Ce I,BWCC91
100   s,5598.13,Am I,FT57
500,5598.487,Ca I,R68
15,5599.42,Rh I,MCS75
600   P,5601.280,Ce I,M75c
150   P,5606.151,S  II,KM93
1,5606.733,Ar I,N73
"100   P,c",5608.85,Pb II,WRSH74
"300   P,l",5615.51,Es I,WLGC74
100,5616.67,Xe II,H39
200   c,5620.45,Tc I,BMC67
400,5620.54,Nd I,MCS75
500   P,5625.69,I  II,MC60
30,5627.631,V  I,DA78
60,5630.138,Y  I,P77
25,5631.406,Tm I,SMC73
60,5631.676,Sn I,B64
11,5632.463,Mo I,WB88
2,5635.21,Cs I,K62b
60   c,5635.99,Rb II,R75
25,5636.233,Ru I,K59
11   w,5636.70,In II,PC38
25   h,5639.48,Si II,S61b
200,5639.77,Sb II,C66b
150   P,5639.972,S  II,KM93
150,5642.13,Tc I,BMC67
30,5644.132,Ti I,F91
80,5644.94,Tc I,BMC67
20,5645.80,Eu I,MCS75
300,5648.25,La I,MCS75
800   P,5649.26,Te II,HM64
15,5649.5618,Kr I,K93
1,5650.704,Ar I,N73
500,5655.140,Ce I,M75c
1000   l,5656.54,Bk I,WC78
50,5656.6588,Ne I,SS04
1000   P,5659.03,Bk I,WC78
100,5659.38,Xe II,H39
120,5659.985,S  II,KM93
20   h,5660.66,Si II,S61b
500   P,5660.81,Ra I,R34b
90   h,5661.57,Pr I,MCS75
25,5662.147,Ti I,F91
3   c,5664.02,Cs I,K62b
500,5666.20,Te II,HM64
30,5666.63,N  II,M75a
9,5667.34,Ag I,S40
200,5667.56,Xe II,H39
150   c,5668.46,Pr I,MCS75
"130   P,h",5669.562,Si II,S61b
600   P,5669.959,Ce I,M75c
25,5670.847,V  I,DA78
50,5670.91,Xe II,H39
70,5671.828,Sc I,AV77
50   P,5675.835,Tm I,SMC73
250   d,5675.97,Nd I,MCS75
30,5676.02,N  II,M75a
200   P,5677.105,Hg II,SR01
300,5677.752,Ce I,BWCC91
40   P,5679.56,N  II,M75a
130,5681.89,Kr II,DHM33
4,5682.633,Na I,R56
60,5684.484,Si I,RA65
20,5686.21,N  II,M75a
50,5686.856,Sc I,AV77
1,5688.193,Na I,R56
7,5688.205,Na I,R56
40   h,5688.81,Si II,S61b
15,5689.146,Mo I,WB88
70   h,5690.35,Kr II,DHM33
100   c,5690.91,I  II,MC60
300,5692.943,Ce I,BWCC91
10,5695.75,Xe I,HM33
80,5696.22,Gd I,MCS75
800   P,5696.993,Ce I,M75c
100,5698.529,V  I,DA78
30   d,5699.15,Rb II,R75
1000   P,5699.226,Ce I,M75c
70,5699.61,Xe II,H39
50,5700.186,Sc I,AV77
150,5700.24,Cu I,S48
25   h,5701.37,Si II,S61b
1000,5702.24,Bk I,WC78
80,5703.586,V  I,DA78
15,5706.714,Y  I,P77
50,5706.997,V  I,DA78
150,5707.61,Pr I,MCS75
1000   P,5708.12,Te II,HM64
80,5708.397,Si I,RA65
3,5709.91,In I,P38
200   c,5710.53,I  II,MC60
20,5710.77,N  II,M75a
5,5711.088,Mg I,KM91a
40,5711.793,Sc I,AV77
500,5712.382,Pu I,BFG84
70,5716.10,Xe II,H39
10,5717.314,Sc I,AV77
600   P,5719.031,Ce I,M75c
400   h,5719.138,Bi II,DLW02
50,5719.2248,Ne I,SS04
12,5719.99,Yb I,MT78
6,5721.93,Os I,MCS75
1,5724.121,Rb I,B59
70,5725.31,Tc I,BMC67
1000,5726.05,Cf I,RCWM80
150,5726.91,Xe II,H39
70,5727.046,V  I,DA78
3,5727.68,In I,P38
200,5729.29,Nd I,MCS75
20,5731.248,V  I,DA78
70   l,5732.05,Ac II,MFT57
70,5736.55,Lu I,MCS75
20,5737.065,V  I,DA78
250,5740.66,La I,MCS75
50,5748.2985,Ne I,SS04
150,5751.03,Xe II,H39
20,5751.409,Mo I,WB88
150,5752.50,N  I,M75a
800,5755.85,Te II,HM64
100,5758.65,Xe II,H39
130,5758.97,Ac II,MFT57
120   P,5760.5508,Th I,PE83
20,5762.801,Er I,M64b
4,5763.57,Pt I,MCS75
20,5764.287,Tm I,SMC73
70,5764.4188,Ne I,SS04
30,5765.20,Eu I,MCS75
500,5769.34,La I,MCS75
50,5769.598,Hg I,BAL50
400,5773.122,Ce I,BWCC91
100,5776.39,Xe II,H39
80,5777.619,Ba I,KL99
250,5779.28,Pr I,MCS75
6,5780.82,Os I,MCS75
150,5782.13,Cu I,S48
600,5782.38,K  I,R56
15,5783.69,Eu I,MCS75
300,5788.143,Ce I,BWCC91
400,5789.24,La I,MCS75
60,5790.663,Hg I,BAL50
9   H,5791.00,Cr I,K53
600   P,5791.34,La I,MCS75
20,5791.839,Mo I,WB88
30   P,5798.860,Sn II,B64
25   h,5800.47,Si II,S61b
700,5801.75,K  I,R56
50,5804.4496,Ne I,SS04
30,5806.74,Si II,S61b
600,5812.15,K  I,R56
300,5812.919,Ce I,M75c
100,5813.63,Ra II,R34a
50,5814.16,Cs II,S81
30,5815.96,Xe II,H39
50,5820.1558,Ne I,SS04
30,5823.89,Xe I,HM33
500,5823.93,Pm II,RCWM80
15,5824.80,Xe I,HM33
30   P,5826.786,Er I,M64b
"50   P,c,w",5830.98,Eu I,MCS75
250,5831.14,Cs II,S81
700,5831.89,K  I,R56
15,5832.8566,Kr I,K93
10,5834.31,Re I,MCS75
110,5835.13,Pr I,MCS75
25,5837.374,Au I,ED71
1   c,5838.83,Cs I,K62b
13,5840.12,Pt I,MCS75
5,5844.84,Pt I,MCS75
5,5845.14,Cs I,K62b
1000,5846.07,Cm I,WHGC76
200   P,5852.4879,Ne I,SS04
12   c,5853.15,In II,PC38
40,5853.675,Ba II,KL99
600,5857.452,Ca I,R68
20,5858.267,Mo I,WB88
250,5862.491,Ce I,BWCC91
50,5866.448,Ti I,F91
50   h,5868.40,Si II,S61b
300   c,5868.79,Pm II,RCWM80
500   P,5870.9160,Kr I,K93
12,5871.279,Hg II,SR01
50,5872.8275,Ne I,SS04
90,5874.72,Pr I,MCS75
10,5875.02,Xe I,HM33
500   P,5875.6148,He I,M02
250   P,5875.6404,He I,M02
120   P,5875.9663,He I,M02
90,5877.36,Ta I,MCS75
"300   P,l",5878.04,Np I,FTBC76
90,5878.10,Pr I,MCS75
90,5879.04,Pr I,MCS75
100,5881.8952,Ne I,SS04
90   c,5884.72,Pr I,MCS75
30,5888.310,Mo I,WB88
1,5888.584,Ar I,N73
20   c,5888.939,Hg II,SR01
300,5889.77,C  II,MG93
1000   P,5889.950,Na I,R56
100,5893.29,Xe II,H39
1000   P,5893.389,Ge II,S63a
100,5894.3607,Zn II,GL00
10,5894.99,Xe I,HM33
6,5895.624,Pb I,WA68
500   P,5895.924,Na I,R56
30,5899.291,Ti I,F91
5,5902.4623,Ne I,SS04
25   w,5903.4,In II,PC38
70,5905.13,Xe II,H39
5,5906.4294,Ne I,SS04
1000   P,5910.71,Bk I,WC78
300   P,5910.85,Ac II,MFT57
1,5912.085,Ar I,N73
25,5915.22,Si II,S61b
70   P,5915.385,U  I,PKE80
14   w,5915.4,In II,PC38
110,5920.76,Pr I,MCS75
100   c,5924.47,Tc I,BMC67
500,5925.63,Cs II,S81
150,5926.301,Ce I,BWCC91
200,5928.342,Ce I,BWCC91
400,5930.62,La I,MCS75
30,5931.78,N  II,M75a
60   c,5931.93,Tc I,BMC67
10,5934.17,Xe I,HM33
250,5937.720,Ce I,BWCC91
600   P,5940.857,Ce I,M75c
30   P,5941.65,N  II,M75a
90,5944.02,Ta I,MCS75
50,5944.8342,Ne I,SS04
150,5945.53,Xe II,H39
400   c,5946.49,Pm II,RCWM80
50   P,5948.545,Si I,RA65
800   P,5949.48,Tl II,ES36
250,5950.25,I  II,MC60
1000   P,5952.41,Cm I,WHGC76
40,5953.156,Ti I,F91
150,5956.42,Pm I,RCWM80
25   h,5956.965,Au I,ED71
80,5957.561,Si II,S61b
50,5965.4710,Ne I,SS04
25,5965.824,Ti I,F91
6,5966.07,Eu II,MCS75
"40   c,w",5967.10,Eu I,MCS75
100,5971.13,Xe II,H39
14,5971.264,Tm I,SMC73
15,5972.75,Eu I,MCS75
50,5974.6273,Ne I,SS04
500,5974.68,Te II,HM64
60,5975.5340,Ne I,SS04
700   P,5976.46,Xe II,H39
30,5978.538,Ti I,F91
80,5978.929,Si II,S61b
"25   P,c",5982.85,Ho I,MZH78
14,5983.60,Rh I,MCS75
110,5986.14,Pr I,MCS75
120*  c,5987.14,Pr I,MCS75
120*  c,5987.29,Pr II,MCS75
15,5987.9074,Ne I,SS04
70,5992.22,Kr II,DHM33
20,5992.83,Eu I,MCS75
10,5993.8502,Kr I,K93
80,5997.087,Ba I,KL99
40,5999.008,Ti I,F91
400,6000.120,Cu II,R69
5,6001.862,Pb I,WA68
150,6001.901,Ce I,M75c
200   P,6004.52,Lu I,MCS75
500   P,6005.57,Sb II,C66b
150,6005.861,Ce I,BWCC91
400,6006.410,Al II,KM91b
150,6006.817,Ce I,BWCC91
70,6008.92,Xe II,H39
10   c,6010.49,Cs I,K62b
10,6012.56,Eu I,MCS75
150,6013.22,C  I,J66
200,6013.419,Ce I,BWCC91
40,6018.15,Eu I,MCS75
500   P,6021.041,Ge II,S63a
11,6021.787,Mn I,CMG64
110   P,6024.18,P  II,M59
300,6024.193,Ce I,BWCC91
100,6024.271,Y  I,P77
4,6026.04,Pt I,MCS75
15,6029.00,Eu I,MCS75
100   P,6029.9969,Ne I,SS04
40,6030.645,Mo I,WB88
2,6032.127,Ar I,N73
80,6034.04,P  II,M59
1,6034.09,Cs I,K62b
300   l,6035.78,Pa I,BW92b
300,6036.20,Xe II,H39
40,6039.728,V  I,DA78
110   P,6043.12,P  II,M59
1,6043.223,Ar I,N73
30,6043.378,Ce II,C73
100,6043.39,Pm I,RCWM80
100,6045.39,Ta I,MCS75
150,6047.397,Ce I,BWCC91
90,6049.26,Pr I,MCS75
7,6049.51,Eu II,MCS75
700   P,6051.15,Xe II,H39
"1000   P,l",6054.64,Am I,FT57
30,6054.674,Sn I,B64
60,6055.03,Lu I,MCS75
400,6055.13,Pr I,MCS75
1000   P,6055.84,Se II,G62
10,6056.1263,Kr I,K93
13,6057.36,Eu I,MCS75
90,6057.995,Ce I,M75c
1000,6058.90,Cm I,WHGC76
1,6059.372,Ar I,N73
50,6069.06,Pm I,RCWM80
40,6069.117,Sn I,B64
90,6069.484,Ce I,M75c
1,6070.755,Rb I,B59
90,6072.006,Ce I,BWCC91
400,6073.198,Al II,KM91b
100   P,6074.3377,Ne I,SS04
100   c,6074.98,I  II,MC60
200   P,6075.74,Pb II,WRSH74
200,6079.67,Sb II,C66b
110,6080.44,B  II,O70
200   P,6081.409,Pb II,WRSH74
40,6081.440,V  I,DA78
20,6083.84,Eu I,MCS75
80,6085.23,Tc I,BMC67
70,6087.82,P  II,M59
110   P,6090.208,V  I,DA78
90,6093.192,Ce I,M75c
200,6093.50,Xe II,H39
14   c,6095.95,In II,PC38
30,6096.1631,Ne I,SS04
500   P,6097.59,Xe II,H39
150,6099.142,Cd I,BA56
20,6099.35,Eu I,MCS75
300   P,6100.21,Pm I,RCWM80
130,6101.43,Xe II,H39
500   P,6102.722,Ca I,R68
300   P,6103.542,Li I,REB95
400*  P,6103.654,Li I,REB95
400*,6103.667,Li I,REB95
12   c,6108.66,In II,PC38
250,6110.783,Ba I,KL99
25,6111.650,V  I,DA78
90,6114.07,Gd I,MCS75
30,6114.923,Ar II,N73
30,6115.08,Xe II,H39
11,6118.78,Eu I,MCS75
50,6119.528,V  I,DA78
250,6120.27,K  II,D26
100,6120.68,Tc I,BMC67
600   P,6122.219,Ca I,R68
120,6123.673,Ce I,BWCC91
200   P,6127.457,Zr I,J98
100   c,6127.49,I  II,MC60
10,6128.4499,Ne I,SS04
100,6128.61,Cs II,S81
13   w,6128.7,In II,PC38
13   w,6129.4,In II,PC38
300   P,6130.00,Sb II,C66b
100,6130.80,Tc I,BMC67
20   w,6132.1,In II,PC38
25,6135.363,V  I,DA78
300   P,6141.713,Ba II,KL99
100   P,6143.0626,Ne I,SS04
130,6143.201,Zr I,J98
15,6146.435,Hg II,SR01
30,6146.45,Xe II,H39
150*,6148.23,Pr I,MCS75
150*,6148.24,Pr II,MCS75
500,6148.60,Br I,T63
"250   P,c",6149.475,Hg II,SR01
40,6149.604,Sn I,B64
400,6150.384,Cu II,R69
200   h,6151.76,Pm I,RCWM80
500,6154.222,Cu II,R69
2,6154.225,Na I,R56
20,6154.446,Sn I,B64
40,6155.134,Si I,RA65
130,6155.98,O  I,M75b
150,6156.77,O  I,M75b
150,6158.18,O  I,M75b
50,6159.89,Pb II,S75
3,6160.747,Na I,R56
600   P,6162.172,Ca I,R68
300,6162.56,Pa I,BW92b
100   P,6163.5939,Ne I,SS04
200   l,6164.75,Ac II,MFT57
70,6165.59,P  II,M59
30   l,6167.83,Ac II,MFT57
500,6169.055,Ca I,R68
600,6169.559,Ca I,R68
100   P,6169.8221,Th I,PE83
500,6170.27,As II,LA71
50,6172.278,Ar II,N73
6,6173.05,Eu II,MCS75
15,6178.30,Xe I,HM33
10,6178.76,Eu I,MCS75
12,6179.66,Xe I,HM33
15,6182.1460,Ne I,SS04
30,6182.42,Xe I,HM33
80,6182.6217,Th I,PE83
400   h,6183.42,Al II,KM91b
90,6186.173,Ce I,BWCC91
"25   c,w",6188.13,Eu I,MCS75
120,6191.720,Y  I,P77
80,6192.66,Tc I,BMC67
500,6192.798,Pu I,BFG84
150,6194.07,Xe II,H39
13,6195.07,Eu I,MCS75
10,6198.26,Xe I,HM33
60,6199.024,P  I,S80
11   c,6199.08,Rb II,R75
40,6199.191,V  I,DA78
300   P,6200.30,Ra I,R34b
400,6201.463,Al II,KM91b
1   c,6206.309,Rb I,B59
90,6208.985,Ce I,BWCC91
25,6210.66,Sc I,AV77
15,6213.10,Cs I,K62b
40,6214.5778,Zn II,GL00
300,6216.35,Pa I,BW92b
40,6216.370,V  I,DA78
500,6216.939,Cu II,R69
100   P,6217.2812,Ne I,SS04
3,6217.60,Cs I,K62b
500,6219.844,Cu II,R69
25   P,6221.019,Er I,M64b
120   P,6221.87,Lu II,MCS75
30,6222.579,Y  I,P77
15   w,6228.3,In II,PC38
90,6228.936,Ce I,M75c
50,6229.64,Pm I,RCWM80
40,6230.803,V  I,DA78
40,6237.320,Si I,RA65
130   P,6239.651,F  I,L49
14,6239.80,Sc I,AV77
100,6242.83,Ac II,MFT57
60,6243.110,V  I,DA78
8,6243.120,Ar II,N73
1000,6243.35,Cm I,WHGC76
400   P,6243.36,Al II,KM91b
30,6243.813,Si I,RA65
60   c,6244.18,Tc I,BMC67
30,6244.468,Si I,RA65
50,6247.56,Fe II,RMW44
1000   P,6249.93,La I,MCS75
25,6251.823,V  I,DA78
40,6254.188,Si I,RA65
50,6258.099,Ti I,F91
50,6258.705,Ti I,F91
11,6258.90,Sc I,AV77
15,6259.087,Dy I,NG00
40,6261.096,Ti I,F91
20,6262.25,Eu I,MCS75
100   P,6266.4950,Ne I,SS04
150,6270.82,Xe II,H39
13,6272.024,Ce II,C73
700,6273.349,Cu II,R69
130,6277.54,Xe II,H39
50   P,6278.170,Au I,ED71
30,6284.41,Xe II,H39
10,6286.01,Xe I,HM33
100,6286.06,Pm I,RCWM80
90,6295.574,Ce I,BWCC91
1   c,6298.325,Rb I,B59
15,6299.77,Eu I,MCS75
80,6300.86,Xe II,H39
600,6301.009,Cu II,R69
4,6303.41,Eu II,MCS75
800   P,6304.661,Pu I,BFG84
10,6304.7889,Ne I,SS04
15   w,6304.8,In II,PC38
30,6305.65,Sc I,AV77
250,6307.29,K  II,D26
50,6308.29,Pm I,RCWM80
90,6310.013,Ce I,BWCC91
50,6318.06,Xe I,HM33
5,6318.37,Pt I,MCS75
120   c,6322.36,Pr I,MCS75
100,6323.84,Pm I,RCWM80
5,6326.58,Pt I,MCS75
30,6328.1646,Ne I,SS04
1000   P,6334.05,Ga II,IL85
100,6334.4278,Ne I,SS04
400,6335.701,Al II,KM91b
130,6343.96,Xe II,H39
10,6346.742,Mg II,KM91a
130   P,6347.103,Si II,S61b
100   P,6348.508,F  I,L49
"11   c,w",6350.04,Eu I,MCS75
800,6350.73,Br I,T63
5   c,6354.55,Cs I,K62b
400,6354.72,Cd II,SP49
200,6356.35,Xe II,H39
300   l,6358.61,Pa I,BW92b
140   c,6359.03,Pr I,MCS75
300   P,6359.86,Ac I,MFT57
500,6359.98,Cd II,SP49
15   w,6362.3,In II,PC38
30   P,6362.3458,Zn I,GL00
100   P,6371.359,Si II,S61b
70,6375.28,Xe II,H39
1000   P,6376.71,Cm I,WHGC76
500,6377.840,Cu II,R69
300,6379.25,Pa I,BW92b
100   P,6382.9917,Ne I,SS04
1,6384.717,Ar I,N73
50,6390.31,Pm I,RCWM80
110,6393.18,Pr I,MCS75
600   P,6394.23,La I,MCS75
100,6396.56,Ga I,JL67
30,6397.99,Xe II,H39
"11   c,w",6400.93,Eu I,MCS75
200   P,6402.248,Ne I,SS04
100   l,6405.11,Am I,FT57
140   P,6408.47,Sr I,MCS75
15,6410.04,Eu I,MCS75
300,6410.99,La I,MCS75
140,6411.23,Pr I,MCS75
13,6411.32,Eu I,MCS75
70,6413.45,Ga I,JL67
80,6413.651,F  I,L49
2,6416.307,Ar I,N73
900   P,6419.23,Ga II,IL85
100,6420.18,Kr II,DHM33
15,6421.0270,Kr I,K93
600,6423.884,Cu II,R69
90,6430.067,Ce I,M75c
100,6430.79,Ta I,MCS75
500   h,6431.93,Pm I,RCWM80
100,6435.022,Y  I,P77
14,6437.64,Eu II,MCS75
1000   P,6438.470,Cd I,BA56
300   l,6438.97,Pa I,BW92b
700   P,6439.073,Ca I,R68
800,6444.29,Se II,G62
200,6446.20,Ra I,R34b
500,6448.559,Cu II,R69
500,6449.744,Pu I,BFG84
600,6449.810,Ca I,R68
80,6450.36,Ta I,MCS75
50   P,6453.542,Sn II,B64
800   P,6455.89,Ga II,IL85
100,6455.90,Tc I,BMC67
130,6455.98,O  I,M75b
300,6455.99,La I,MCS75
30,6456.2889,Kr I,K93
120,6456.38,Fe II,RMW44
300,6456.874,Ca II,ER56
100   P,6457.2824,Th I,PE83
11,6457.96,Eu I,MCS75
90,6458.031,Ce I,BWCC91
110   P,6458.33,Rb II,R75
130   P,6459.99,P  II,M59
20,6460.261,Tm I,SMC73
60   c,6461.93,Tc I,BMC67
700   P,6462.566,Ca I,R68
80,6462.6131,Th I,PE83
60,6463.12,Lu II,MCS75
400,6464.94,Cd II,SP49
15   w,6469.0,In II,PC38
30,6469.70,Xe I,HM33
600,6470.168,Cu II,R69
600,6471.660,Ca I,R68
15,6472.84,Xe I,HM33
500,6481.437,Cu II,R69
40   P,6482.05,N  II,M75a
90,6482.70,N  I,M75a
8,6483.082,Ar II,N73
150,6485.37,Ta I,MCS75
120,6486.55,Pr I,MCS75
800   P,6486.707,Pu I,BFG84
200,6487.32,Ra I,R34b
12,6487.76,Xe I,HM33
1000   P,6488.853,Pu I,BFG84
20,6489.06,Yb I,MT78
110   h,6491.75,Pr I,MCS75
600   P,6493.780,Ca I,R68
80,6495.53,Cs II,S81
200   P,6496.898,Ba II,KL99
10,6498.72,Xe I,HM33
250   P,6498.760,Ba I,KL99
600,6499.649,Ca I,R68
130   P,6503.46,P  II,M59
80   P,6504.00,Sr I,MCS75
20   h,6504.18,Xe I,HM33
150   P,6506.5281,Ne I,SS04
130   P,6507.97,P  II,M59
100,6512.83,Xe II,H39
50,6514.21,Na II,W71
50,6517.25,Pm I,RCWM80
"300   P,d",6520.45,Pm I,RCWM80
6,6523.45,Pt I,MCS75
110   P,6527.312,Ba I,KL99
70,6528.65,Xe II,H39
70,6530.70,Na II,W71
80   h,6531.3418,Th I,PE83
10,6532.8822,Ne I,SS04
10,6533.16,Xe I,HM33
500,6535.271,Pu I,BFG84
100   w,6536.44,Cs II,S81
12   c,6541.20,In II,PC38
50,6542.20,Pm I,RCWM80
200,6543.16,La I,MCS75
70,6544.04,Na II,W71
50   l,6544.16,Am I,FT57
500,6544.207,Pu I,BFG84
250,6544.57,Br I,T63
70,6545.75,Na II,W71
11   d,6545.973,Mg II,KM91a
12,6547.89,Be II,J61a
25,6550.26,Sr I,MCS75
1000,6554.41,Cm I,WHGC76
11,6555.62,Rb II,R75
80,6555.645,Ce I,BWCC91
12,6558.36,Be II,J61a
700   c,6559.80,Br I,T63
8   c,6560.10,He II,GM65
60,6560.81,Rb II,R75
9,6562.680,Au I,ED71
90   P,6562.7110,H  I,MK00a
30   P,6562.7248,H  I,MK00a
180   P,6562.8518,H  I,MK00a
50,6570.07,Kr II,DHM33
500   P,6572.777,Ca I,R68
400   P,6578.05,C  II,MG93
200,6578.51,La I,MCS75
250,6582.17,Br I,T63
300,6582.88,C  II,MG93
8,6586.51,Cs I,K62b
300,6595.01,Xe II,H39
100   P,6595.325,Ba I,KL99
10,6595.56,Xe I,HM33
130,6597.25,Xe II,H39
400   P,6598.15,Pm I,RCWM80
80,6598.66,Pm I,RCWM80
30,6598.84,Xe II,H39
100   P,6598.9529,Ne I,SS04
400   h,6600.339,Bi II,DLW02
30   P,6604.91,Ho I,MZH78
